degree,rows,operator,worker_id,stripe_index,checkpoint_bytes,runtime_weight_bytes,wall_p50_ms,cuda_p50_ms,host_overhead_p50_ms
32,4,shared_expert,layer-89.shared_expert_stripe.worker-17,17,8257536,2322432,0.1184,0.09958399832248688,0.024319998884201055
32,4,shared_expert,layer-89.shared_expert_stripe.worker-18,18,8257536,2322432,0.1199,0.10224000364542007,0.01775999635457992
32,4,shared_expert,layer-89.shared_expert_stripe.worker-19,19,8257536,2322432,0.1207,0.10416000336408615,0.015987988281250032
32,4,shared_expert,layer-89.shared_expert_stripe.worker-20,20,8257536,2322432,0.1193,0.10012800246477127,0.017271997535228734
32,4,shared_expert,layer-89.shared_expert_stripe.worker-21,21,8257536,2322432,0.1208,0.10236799716949463,0.01683199809789658
32,4,shared_expert,layer-89.shared_expert_stripe.worker-22,22,8257536,2322432,0.1205,0.10233599692583084,0.016264003074169156
32,4,shared_expert,layer-89.shared_expert_stripe.worker-23,23,8257536,2322432,0.119,0.09251199662685394,0.02598800337314605
32,4,shared_expert,layer-89.shared_expert_stripe.worker-24,24,8257536,2322432,0.1186,0.10067199915647507,0.016628000843524934
32,4,shared_expert,layer-89.shared_expert_stripe.worker-25,25,8257536,2322432,0.1213,0.10576000064611435,0.015567999625205997
32,4,shared_expert,layer-89.shared_expert_stripe.worker-26,26,8257536,2322432,0.1197,0.09574399888515472,0.02334400194883346
32,4,shared_expert,layer-89.shared_expert_stripe.worker-27,27,8257536,2322432,0.1191,0.09385599941015244,0.023035999333858484
32,4,shared_expert,layer-89.shared_expert_stripe.worker-28,28,8257536,2322432,0.1169,0.09878399968147278,0.018116000318527226
32,4,shared_expert,layer-89.shared_expert_stripe.worker-29,29,8257536,2322432,0.1196,0.0926399976015091,0.02427199683189392
32,4,shared_expert,layer-89.shared_expert_stripe.worker-30,30,8257536,2322432,0.1204,0.10233599692583084,0.018064003074169152
32,4,shared_expert,layer-89.shared_expert_stripe.worker-31,31,8257536,2322432,0.1196,0.09561599791049957,0.023984002089500425
